component,explained_variance_ratio,cumulative_explained_variance
1,0.0642297048893107,0.0642297048893107
2,0.04226939056645765,0.10649909545576834
3,0.032104057623476914,0.13860315307924526
4,0.0271267251328185,0.16572987821206375
5,0.02530531168354171,0.19103518989560547
6,0.022550456787385226,0.2135856466829907
7,0.019879670523795454,0.23346531720678615
8,0.018600888056172122,0.25206620526295825
9,0.01618516411334219,0.26825136937630045
10,0.015206228611675032,0.2834575979879755
11,0.014037805012552303,0.2974954030005278
12,0.012857381726598309,0.3103527847271261
13,0.01248161689886457,0.32283440162599064
14,0.010659200409040111,0.33349360203503076
15,0.010540753022921193,0.34403435505795193
16,0.010446672662013714,0.35448102771996565
17,0.010049554174956201,0.3645305818949218
18,0.009780310565822027,0.37431089246074384
19,0.009414801074931959,0.3837256935356758
20,0.00886418409274601,0.39258987762842185
21,0.008540372168921711,0.4011302497973436
22,0.008476538783051003,0.40960678858039457
23,0.00748555455875394,0.4170923431391485
24,0.007410070791819909,0.42450241393096844
25,0.00721934797583074,0.4317217619067992
26,0.00695883723913626,0.43868059914593543
27,0.006477585931705219,0.44515818507764066
28,0.006416079980947845,0.4515742650585885
29,0.0061296459632297785,0.4577039110218183
30,0.005771132987042881,0.4634750440088612
31,0.00558709019180493,0.4690621342006661
32,0.005534808036947553,0.4745969422376137
33,0.005364843286996841,0.4799617855246105
34,0.00521961274456379,0.4851813982691743
35,0.0051235180681060005,0.4903049163372803
36,0.004979040289735853,0.49528395662701613
37,0.004932031986454621,0.5002159886134707
38,0.004818765016486191,0.5050347536299569
39,0.0047583308853950896,0.509793084515352
40,0.004645375734489867,0.5144384602498419
41,0.004478903568479869,0.5189173638183218
42,0.004451065930065771,0.5233684297483875
43,0.004400723035596348,0.5277691527839838
44,0.00432317056455155,0.5320923233485354
45,0.004174517716034244,0.5362668410645697
46,0.004094120476450407,0.5403609615410201
47,0.00408471256374596,0.5444456741047661
48,0.004053742138530861,0.5484994162432969
49,0.0040333909381815485,0.5525328071814785
50,0.004008350150899084,0.5565411573323775
51,0.003971035038689486,0.560512192371067
52,0.0038722745373057674,0.5643844669083727
53,0.003783752455975138,0.5681682193643479
54,0.0037508512305744297,0.5719190705949223
55,0.0037002956148126736,0.575619366209735
56,0.0036758302776833105,0.5792951964874182
57,0.003613401814231703,0.58290859830165
58,0.003559471030316422,0.5864680693319664
59,0.0035169363383729534,0.5899850056703393
60,0.003478420634020419,0.5934634263043597
61,0.0034187666961516135,0.5968821930005113
62,0.003403581856384376,0.6002857748568956
63,0.00338591062974072,0.6036716854866363
64,0.0033495344332824546,0.6070212199199188
65,0.00331214135501136,0.6103333612749301
66,0.0032964450500025696,0.6136298063249327
67,0.0032612438190649904,0.6168910501439977
68,0.0032003449483184714,0.6200913950923161
69,0.0031565162980499305,0.6232479113903661
70,0.0031263444241812414,0.6263742558145473
71,0.003067494394983266,0.6294417502095305
72,0.003043450844432346,0.6324852010539629
73,0.003031783858584195,0.635516984912547
74,0.0030208275687876565,0.6385378124813347
75,0.002958614241613537,0.6414964267229483
76,0.0029375945337192485,0.6444340212566675
77,0.002933384537223233,0.6473674057938907
78,0.002882117549069682,0.6502495233429604
79,0.0028409682766200027,0.6530904916195803
80,0.0028230086399381564,0.6559135002595184
81,0.00279809287225844,0.6587115931317769
82,0.0027926574970131663,0.66150425062879
83,0.0027870679249209487,0.6642913185537109
84,0.002749876940335856,0.6670411954940468
85,0.002709676253453634,0.6697508717475005
86,0.0026843359095526202,0.6724352076570531
87,0.002662528635191309,0.6750977362922445
88,0.0026581641200759997,0.6777559004123205
89,0.002627689167522496,0.680383589579843
90,0.0025971506992089953,0.682980740279052
91,0.002576611876043135,0.6855573521550952
92,0.0025622483511887474,0.688119600506284
93,0.002512519149213154,0.6906321196554971
94,0.0025055942337423157,0.6931377138892394
95,0.0024831073269240976,0.6956208212161635
96,0.0024496634786344523,0.6980704846947979
97,0.0024414579704686557,0.7005119426652666
98,0.0024192716214054854,0.7029312142866722
99,0.002396116130434995,0.7053273304171072
100,0.0023677842754179727,0.7076951146925251
101,0.0023575808399198908,0.710052695532445
102,0.002319417190843101,0.712372112723288
103,0.0023063700415524974,0.7146784827648406
104,0.0022872791398542954,0.7169657619046949
105,0.0022813168878827415,0.7192470787925775
106,0.0022541730402109265,0.7215012518327885
107,0.002246050628954444,0.7237473024617429
108,0.0022311923936780193,0.7259784948554209
109,0.0022192073138977385,0.7281977021693186
110,0.0022119199218708476,0.7304096220911894
111,0.002208523654432054,0.7326181457456215
112,0.002198313246678219,0.7348164589922996
113,0.002195054113389445,0.7370115131056891
114,0.00218840069394609,0.7391999137996352
115,0.002183741129929864,0.7413836549295652
116,0.002181325009940309,0.7435649799395054
117,0.002175297906667132,0.7457402778461726
118,0.002170723469284535,0.7479110013154571
119,0.002168829029542824,0.7500798303449999
120,0.0021636950365000835,0.7522435253815
121,0.002161464788453706,0.7544049901699537
122,0.0021580591797644034,0.7565630493497181
123,0.002156088388655311,0.7587191377383734
124,0.0021552466371698767,0.7608743843755433
125,0.002152986810024575,0.763027371185568
126,0.0021523658236379966,0.7651797370092059
127,0.002152206346851877,0.7673319433560578
128,0.0021505447873891186,0.7694824881434469
129,0.002149795635315851,0.7716322837787627
130,0.002146873954286087,0.7737791577330487
131,0.002138741191771811,0.7759178989248205
132,0.0021349076148377217,0.7780528065396582
133,0.0021283812723415867,0.7801811878119999
134,0.0021169617964429347,0.7822981496084428
135,0.0020948635899939094,0.7843930131984367
136,0.0020749686062070433,0.7864679818046437
137,0.002070083333142439,0.7885380651377861
138,0.0020606364890782534,0.7905987016268644
139,0.0020558258394287967,0.7926545274662932
140,0.002040550878753933,0.794695078345047
141,0.0020016457858384575,0.7966967241308855
142,0.0019854611088775623,0.7986821852397631
143,0.0019808323726607565,0.8006630176124239
144,0.001970417529462992,0.8026334351418869
145,0.001965193265329448,0.8045986284072163
146,0.0019573815229518505,0.8065560099301682
147,0.001943607600058904,0.808499617530227
148,0.001916043878146349,0.8104156614083734
149,0.0019102552396650842,0.8123259166480384
150,0.0019039118854441458,0.8142298285334826
151,0.0018731359133919477,0.8161029644468746
152,0.0018551376144029866,0.8179581020612776
153,0.0018112251522151358,0.8197693272134927
154,0.0017836508857213842,0.8215529780992141
155,0.001774360267817974,0.8233273383670321
156,0.0017580745082017334,0.8250854128752338
157,0.001757509277317245,0.8268429221525511
158,0.0017429384310722208,0.8285858605836233
159,0.001735792518919642,0.8303216531025429
160,0.0017228383811840253,0.832044491483727
161,0.0016884916004884388,0.8337329830842154
162,0.0016848564533305484,0.8354178395375459
163,0.0016705361450001664,0.837088375682546
164,0.0016242566564217556,0.8387126323389678
165,0.0016171326983817258,0.8403297650373495
166,0.0015874976230726837,0.8419172626604221
167,0.0015796754336351029,0.8434969380940572
168,0.0015730100001442218,0.8450699480942014
169,0.0015411098369255392,0.846611057931127
170,0.0015372057767609035,0.8481482637078879
171,0.001511424024469187,0.849659687732357
172,0.0015098804415192679,0.8511695681738762
173,0.001492209807785415,0.8526617779816617
174,0.0014864283024705535,0.8541482062841322
175,0.0014819205779876459,0.8556301268621199
176,0.0014763452045559002,0.8571064720666758
177,0.0014575706686870105,0.8585640427353628
178,0.0014485445762244093,0.8600125873115873
179,0.001439957145462015,0.8614525444570492
180,0.0014320905822230064,0.8628846350392723
181,0.0014146397901841786,0.8642992748294565
182,0.0014107193129750978,0.8657099941424315
183,0.0014039624800868,0.8671139566225183
184,0.0013938372179245783,0.868507793840443
185,0.0013909206721000526,0.869898714512543
186,0.0013809401703475113,0.8712796546828905
187,0.001371565664681016,0.8726512203475715
188,0.0013546238418688697,0.8740058441894404
189,0.0013365621060355435,0.8753424062954759
190,0.0013271338815804379,0.8766695401770563
191,0.0013238585693217573,0.877993398746378
192,0.0013112405664665212,0.8793046393128445
193,0.0012974989718487532,0.8806021382846932
194,0.001290713453735978,0.8818928517384292
195,0.0012838256696127604,0.883176677408042
196,0.0012608851997704229,0.8844375626078124
197,0.0012585364098701036,0.8856960990176824
198,0.0012390756130214275,0.8869351746307038
199,0.0012324013379977749,0.8881675759687016
200,0.0012240775867227982,0.8893916535554244
201,0.0012171678135563682,0.8906088213689808
202,0.0012123423421203968,0.8918211637111012
203,0.0011918078550168603,0.893012971566118
204,0.0011845761365068775,0.8941975477026249
205,0.001176813495195706,0.8953743611978207
206,0.0011705971604134017,0.8965449583582341
207,0.0011655342669449331,0.897710492625179
208,0.0011535054905125943,0.8988639981156916
209,0.0011321175500589313,0.8999961156657506
210,0.0011207007964983457,0.901116816462249
211,0.0011112845157671004,0.9022281009780161
212,0.0011019578302664905,0.9033300588082825
213,0.0010994055620149779,0.9044294643702975
214,0.0010895782846539882,0.9055190426549514
215,0.0010804285635742361,0.9065994712185257
216,0.0010776873663403115,0.907677158584866
217,0.0010683125741122795,0.9087454711589783
218,0.0010556374756672338,0.9098011086346456
219,0.001044088034430702,0.9108451966690763
220,0.001043118447669409,0.9118883151167456
221,0.0010302083332885685,0.9129185234500342
222,0.0010127095522174097,0.9139312330022517
223,0.0010008265493886197,0.9149320595516403
224,0.0009934396696788703,0.9159254992213192
225,0.0009843945815199019,0.916909893802839
226,0.0009798180166516613,0.9178897118194908
227,0.0009710865103534236,0.9188607983298441
228,0.0009663002498694025,0.9198270985797136
229,0.0009426085571227804,0.9207697071368364
230,0.000925052951653504,0.9216947600884898
231,0.0009154327913468478,0.9226101928798367
232,0.0009007371418643486,0.923510930021701
233,0.0008900292658990414,0.9244009592876001
234,0.0008866710922820932,0.9252876303798823
235,0.0008823347738685758,0.9261699651537508
236,0.0008743261959362469,0.927044291349687
237,0.0008595918841602356,0.9279038832338472
238,0.000858762684088779,0.928762645917936
239,0.0008503996230187904,0.9296130455409548
240,0.0008410655746988864,0.9304541111156537
241,0.0008330942721878702,0.9312872053878416
242,0.0008288990447393025,0.9321161044325809
243,0.0008237384918316493,0.9329398429244125
244,0.0008061055436497441,0.9337459484680622
245,0.0008017618900608604,0.9345477103581231
246,0.0007985178391513261,0.9353462281972744
247,0.0007936290812530814,0.9361398572785276
248,0.0007876666527196881,0.9369275239312472
249,0.0007831980573454689,0.9377107219885927
250,0.0007683642047092399,0.938479086193302
251,0.0007612479572188264,0.9392403341505209
252,0.0007570170992676808,0.9399973512497886
253,0.0007489212125538886,0.9407462724623424
254,0.0007404054070944574,0.9414866778694368
255,0.0007337238627424833,0.9422204017321794
256,0.0007193642451688591,0.9429397659773482
257,0.0007041616089888224,0.943643927586337
258,0.0006961836501677441,0.9443401112365047
259,0.000690894156752837,0.9450310053932576
260,0.0006879916913229873,0.9457189970845805
261,0.000682734533470166,0.9464017316180506
262,0.0006789590057576217,0.9470806906238083
263,0.0006699767324743408,0.9477506673562827
264,0.000662273397217012,0.9484129407534997
265,0.0006616530821756612,0.9490745938356754
266,0.0006518581598502213,0.9497264519955256
267,0.00064318455969516,0.9503696365552208
268,0.0006407112204981936,0.951010347775719
269,0.000638233198536858,0.9516485809742559
270,0.000623890602615112,0.952272471576871
271,0.0006178945116039932,0.952890366088475
272,0.0006126069217854985,0.9535029730102605
273,0.0006059532938581579,0.9541089263041187
274,0.0006040581991095269,0.9547129845032283
275,0.0005980889281430075,0.9553110734313713
276,0.0005965818685431858,0.9559076552999145
277,0.0005875479941295272,0.956495203294044
278,0.0005803443169354013,0.9570755476109795
279,0.0005747101122962785,0.9576502577232757
280,0.0005685698266606477,0.9582188275499364
281,0.0005620648288923594,0.9587808923788287
282,0.0005595912986039213,0.9593404836774326
283,0.0005475209558917372,0.9598880046333244
284,0.0005442399512471474,0.9604322445845715
285,0.0005389356894682675,0.9609711802740398
286,0.000536937400477006,0.9615081176745168
287,0.0005343342988479089,0.9620424519733647
288,0.000523220340151198,0.9625656723135159
289,0.0005174406064462121,0.9630831129199621
290,0.0005113777176068734,0.963594490637569
291,0.000509260850408162,0.9641037514879771
292,0.0005068517597996295,0.9646106032477767
293,0.0004966253610608531,0.9651072286088376
294,0.0004912249963685591,0.9655984536052061
295,0.00048491801467148964,0.9660833716198777
296,0.0004808249773992977,0.966564196597277
297,0.0004711478722533158,0.9670353444695303
298,0.0004686321066846527,0.967503976576215
299,0.0004608530432502242,0.9679648296194653
300,0.0004573819771283957,0.9684222115965937
301,0.0004494333102383019,0.968871644906832
302,0.0004440419633093856,0.9693156868701414
303,0.00044193764361427645,0.9697576245137557
304,0.0004324383079860386,0.9701900628217417
305,0.00042817333968206466,0.9706182361614237
306,0.0004263198172213327,0.971044555978645
307,0.00041335666217243535,0.9714579126408175
308,0.0004103926349785837,0.971868305275796
309,0.00040907748717055643,0.9722773827629666
310,0.0003984062175459516,0.9726757889805125
311,0.0003961370085836073,0.9730719259890962
312,0.0003926226270692781,0.9734645486161655
313,0.0003894291297403578,0.9738539777459059
314,0.00038209364876251,0.9742360713946684
315,0.0003772044469525396,0.9746132758416209
316,0.0003706420333689404,0.9749839178749898
317,0.0003703479939248561,0.9753542658689147
318,0.00036525075551512725,0.9757195166244298
319,0.0003610127971144133,0.9760805294215442
320,0.00035523716633033053,0.9764357665878746
321,0.0003526507950207158,0.9767884173828952
322,0.00035104846356028577,0.9771394658464555
323,0.0003492362731119024,0.9774887021195674
324,0.0003446442532762108,0.9778333463728436
325,0.0003436076738907906,0.9781769540467343
326,0.0003382094833813408,0.9785151635301157
327,0.0003376737195300615,0.9788528372496458
328,0.0003293383609323151,0.9791821756105781
329,0.0003271032360602747,0.9795092788466383
330,0.0003190177140309934,0.9798282965606693
331,0.0003159838060465784,0.9801442803667159
332,0.00031125121689786617,0.9804555315836138
333,0.0003107695594182762,0.980766301143032
334,0.0003072619688908856,0.9810735631119228
335,0.0002991182807404274,0.9813726813926633
336,0.0002969921854336281,0.981669673578097
337,0.000292679388641339,0.9819623529667383
338,0.0002899069576646036,0.9822522599244029
339,0.0002890155608241691,0.9825412754852271
340,0.0002832538663210859,0.9828245293515482
341,0.00027733577244193304,0.9831018651239901
342,0.0002759155040615179,0.9833777806280516
343,0.0002719555465547085,0.9836497361746063
344,0.0002650958789881582,0.9839148320535944
345,0.0002642088428404941,0.9841790408964349
346,0.0002626974991176069,0.9844417383955525
347,0.00026203720624035,0.9847037756017928
348,0.0002598597192158346,0.9849636353210086
349,0.0002491982068558703,0.9852128335278645
350,0.0002467795192141166,0.9854596130470786
351,0.00024470329213083616,0.9857043163392095
352,0.00024101850746415744,0.9859453348466737
353,0.00024048704305131672,0.986185821889725
354,0.00023822121664318708,0.9864240431063682
355,0.00023539928748951604,0.9866594423938577
356,0.00023252620346812848,0.9868919685973259
357,0.00022925295515139612,0.9871212215524773
358,0.00022693637060213848,0.9873481579230794
359,0.0002219362841987333,0.9875700942072781
360,0.00022088890605956917,0.9877909831133377
361,0.0002195530349874798,0.9880105361483251
362,0.00021907773620582675,0.9882296138845309
363,0.00021634551629705662,0.9884459594008279
364,0.0002154617818501369,0.9886614211826781
365,0.0002127695317382327,0.9888741907144163
366,0.00020892691539387752,0.9890831176298102
367,0.0002047852439319322,0.9892879028737421
368,0.00019976418936836342,0.9894876670631105
369,0.00019840833423297275,0.9896860753973435
370,0.00019439247352892085,0.9898804678708725
371,0.00018978533677297234,0.9900702532076454
372,0.0001885001301347174,0.9902587533377801
373,0.00018595942346929842,0.9904447127612495
374,0.00018400909811895652,0.9906287218593685
375,0.00017966529868367742,0.9908083871580521
376,0.0001787588775343634,0.9909871460355865
377,0.00017733560253634271,0.9911644816381228
378,0.0001745056504635285,0.9913389872885863
379,0.0001716136296714556,0.9915106009182577
380,0.0001693613745397225,0.9916799622927974
381,0.0001683160002437958,0.9918482782930412
382,0.00016448051899447977,0.9920127588120357
383,0.0001623245098054554,0.9921750833218411
384,0.00015652269747384604,0.9923316060193149
385,0.0001545142572087764,0.9924861202765237
386,0.00015178130598049504,0.9926379015825042
387,0.00014996468990762145,0.9927878662724118
388,0.0001491737408534022,0.9929370400132652
389,0.00014467050629283704,0.9930817105195581
390,0.00014234041188731513,0.9932240509314454
391,0.0001411236057719024,0.9933651745372173
392,0.00013987647856724233,0.9935050510157846
393,0.00013836136239790502,0.9936434123781824
394,0.0001368755385883454,0.9937802879167708
395,0.000135105251930074,0.9939153931687008
396,0.00013488423420750448,0.9940502774029083
397,0.0001343414393962435,0.9941846188423046
398,0.00013365551606904326,0.9943182743583736
399,0.00013244120154612998,0.9944507155599197
400,0.00013036047441108262,0.9945810760343308
401,0.00012927766902503905,0.9947103537033558
402,0.00012886925535930755,0.9948392229587151
403,0.0001273611263699337,0.994966584085085
404,0.000126552690538357,0.9950931367756234
405,0.00012549290685349429,0.9952186296824769
406,0.00012223669468578227,0.9953408663771627
407,0.00012196459354398954,0.9954628309707066
408,0.00011796132178512592,0.9955807922924917
409,0.00011771818952499701,0.9956985104820167
410,0.00011718053815265109,0.9958156910201694
411,0.00011672672954499147,0.9959324177497144
412,0.00011442171996325273,0.9960468394696776
413,0.0001113081204526313,0.9961581475901303
414,0.00010986341810610481,0.9962680110082365
415,0.00010821684737620746,0.9963762278556126
416,0.00010471036636130396,0.9964809382219739
417,0.00010337030848064975,0.9965843085304545
418,0.00010269422242008447,0.9966870027528746
419,0.00010190541257261963,0.9967889081654472
420,0.0001017169968916791,0.9968906251623388
421,0.00010009074239889294,0.9969907159047378
422,9.998617713815184e-05,0.9970907020818759
423,9.855869684164895e-05,0.9971892607787175
424,9.80908651135208e-05,0.997287351643831
425,9.793575697640693e-05,0.9973852874008073
426,9.655766459414015e-05,0.9974818450654015
427,9.481320751097156e-05,0.9975766582729124
428,9.325485554285371e-05,0.9976699131284553
429,9.271427419898098e-05,0.9977626274026543
430,9.165228266168843e-05,0.997854279685316
431,8.921845747325491e-05,0.9979434981427893
432,8.901441773042921e-05,0.9980325125605197
433,8.735442918775244e-05,0.9981198669897074
434,8.547401841917774e-05,0.9982053410081266
435,8.451817599447563e-05,0.9982898591841212
436,8.25281224180384e-05,0.9983723873065392
437,8.109485439326362e-05,0.9984534821609324
438,8.083192522161579e-05,0.998534314086154
439,7.859146047238541e-05,0.9986129055466264
440,7.628212959856579e-05,0.9986891876762249
441,7.465562658406933e-05,0.998763843302809
442,7.379535729486872e-05,0.9988376386601039
443,7.34864238839194e-05,0.9989111250839878
444,7.118115166493659e-05,0.9989823062356528
445,6.978787058537141e-05,0.9990520941062382
446,6.800908158371982e-05,0.999120103187822
447,6.768046513391874e-05,0.9991877836529559
448,6.387914971703281e-05,0.999251662802673
449,6.298372475468201e-05,0.9993146465274276
450,5.8961223700048746e-05,0.9993736077511277
451,5.598727726210105e-05,0.9994295950283898
452,5.532702240156553e-05,0.9994849220507913
453,5.505390465318485e-05,0.9995399759554445
454,5.3719246665053825e-05,0.9995936952021096
455,5.150350440198235e-05,0.9996451987065116
456,5.1073378612657966e-05,0.9996962720851242
457,4.8132066707772565e-05,0.999744404151832
458,4.762538443698928e-05,0.999792029536269
459,4.543372533871604e-05,0.9998374632616077
460,4.5296250507025986e-05,0.9998827595121147
461,4.317457038254008e-05,0.9999259340824972
462,3.785611104658752e-05,0.9999637901935438
463,2.30926975576359e-05,0.9999868828911014
464,7.5796293556795645e-06,0.9999944625204571
465,5.537479541937934e-06,0.999999999999999
